;vars1;vars2;cramer_corr;actuacion;nivel;Identificador_pregunta
4942;yrit;ncox;0,0;Conexion;nosotros 1;ncox
4943;ycon;ncox;0,0;Conexion;nosotros 1;ncox
4944;edad;ncox;0,0;Conexion;nosotros 1;ncox
4945;ycox;ncox;0,0;Conexion;nosotros 1;ncox
4946;yret;ncox;0,0;Conexion;nosotros 1;ncox
4947;yemp;ncox;0,0;Conexion;nosotros 1;ncox
4948;estado civil;ncox;0,0;Conexion;nosotros 1;ncox
4949;genero;ncox;0,0;Conexion;nosotros 1;ncox
4950;yent;ncox;0,0;Conexion;nosotros 1;ncox
4951;edad;ypay;0,214738;Pedir ayuda;yo;ypay
4952;genero;ypay;0,174105;Pedir ayuda;yo;ypay
4953;ypro;ypay;0,145484;Pedir ayuda;yo;ypay
4954;hijos;ypay;0,128476;Pedir ayuda;yo;ypay
4955;yorg;ypay;0,044101;Pedir ayuda;yo;ypay
4956;estado civil;ypay;0,033927;Pedir ayuda;yo;ypay
4957;educacion;ypay;0,0;Pedir ayuda;yo;ypay
4958;yequ;ypay;0,0;Pedir ayuda;yo;ypay
4959;antigüedad en la organización;ypay;0,0;Pedir ayuda;yo;ypay
4960;ycox;ypay;0,0;Pedir ayuda;yo;ypay
4961;area;ypay;0,0;Pedir ayuda;yo;ypay
4962;nivel del cargo;ypay;0,0;Pedir ayuda;yo;ypay
4963;antigüedad en el cargo;ypay;0,0;Pedir ayuda;yo;ypay
4964;nnpro;nnent;0,214074;Entorno saludable;nosotros 2;nnent
4965;nivel del cargo;nnent;0,209935;Entorno saludable;nosotros 2;nnent
4966;nrel;nnent;0,181444;Entorno saludable;nosotros 2;nnent
4967;nnorg;nnent;0,181368;Entorno saludable;nosotros 2;nnent
4968;nncov;nnent;0,180775;Entorno saludable;nosotros 2;nnent
4969;nada;nnent;0,17431;Entorno saludable;nosotros 2;nnent
4970;nemp;nnent;0,168535;Entorno saludable;nosotros 2;nnent
4971;educacion;nnent;0,165087;Entorno saludable;nosotros 2;nnent
4972;nent;nnent;0,159675;Entorno saludable;nosotros 2;nnent
4973;npay;nnent;0,154905;Entorno saludable;nosotros 2;nnent
4974;nnpay;nnent;0,150956;Entorno saludable;nosotros 2;nnent
4975;yorg;nnent;0,138262;Entorno saludable;nosotros 2;nnent
4976;nncox;nnent;0,138025;Entorno saludable;nosotros 2;nnent
4977;nncon;nnent;0,13479;Entorno saludable;nosotros 2;nnent
4978;nnequ;nnent;0,133829;Entorno saludable;nosotros 2;nnent
4979;nnlid;nnent;0,123073;Entorno saludable;nosotros 2;nnent
4980;ncom;nnent;0,109054;Entorno saludable;nosotros 2;nnent
4981;nlid;nnent;0,10856;Entorno saludable;nosotros 2;nnent
4982;ylid;nnent;0,107282;Entorno saludable;nosotros 2;nnent
4983;yrel;nnent;0,105928;Entorno saludable;nosotros 2;nnent
4984;nsup;nnent;0,10408;Entorno saludable;nosotros 2;nnent
4985;ycox;nnent;0,100151;Entorno saludable;nosotros 2;nnent
4986;yinn;nnent;0,093372;Entorno saludable;nosotros 2;nnent
4987;area;nnent;0,086827;Entorno saludable;nosotros 2;nnent
4988;ncon;nnent;0,086227;Entorno saludable;nosotros 2;nnent
4989;yada;nnent;0,080897;Entorno saludable;nosotros 2;nnent
4990;antigüedad en la organización;nnent;0,073443;Entorno saludable;nosotros 2;nnent
4991;nnrec;nnent;0,07339;Entorno saludable;nosotros 2;nnent
4992;ncov;nnent;0,073132;Entorno saludable;nosotros 2;nnent
4993;yequ;nnent;0,072893;Entorno saludable;nosotros 2;nnent
4994;ypay;nnent;0,067192;Entorno saludable;nosotros 2;nnent
4995;nequ;nnent;0,064932;Entorno saludable;nosotros 2;nnent
4996;ysup;nnent;0,061936;Entorno saludable;nosotros 2;nnent
4997;nrec;nnent;0,054888;Entorno saludable;nosotros 2;nnent
4998;npro;nnent;0,053774;Entorno saludable;nosotros 2;nnent
4999;ycom;nnent;0,045683;Entorno saludable;nosotros 2;nnent
5000;nncom;nnent;0,043564;Entorno saludable;nosotros 2;nnent
5001;norg;nnent;0,042477;Entorno saludable;nosotros 2;nnent
5002;nnret;nnent;0,039787;Entorno saludable;nosotros 2;nnent
5003;ytom;nnent;0,033738;Entorno saludable;nosotros 2;nnent
5004;nret;nnent;0,026742;Entorno saludable;nosotros 2;nnent
5005;yent;nnent;0,018176;Entorno saludable;nosotros 2;nnent
5006;ypro;nnent;0,0;Entorno saludable;nosotros 2;nnent
5007;yrec;nnent;0,0;Entorno saludable;nosotros 2;nnent
5008;hijos;nnent;0,0;Entorno saludable;nosotros 2;nnent
5009;yrit;nnent;0,0;Entorno saludable;nosotros 2;nnent
5010;antigüedad en el cargo;nnent;0,0;Entorno saludable;nosotros 2;nnent
5011;ntom;nnent;0,0;Entorno saludable;nosotros 2;nnent
5012;nrit;nnent;0,0;Entorno saludable;nosotros 2;nnent
5013;yret;nnent;0,0;Entorno saludable;nosotros 2;nnent
5014;ninn;nnent;0,0;Entorno saludable;nosotros 2;nnent
5015;ycon;nnent;0,0;Entorno saludable;nosotros 2;nnent
5016;edad;nnent;0,0;Entorno saludable;nosotros 2;nnent
5017;nnrit;nnent;0,0;Entorno saludable;nosotros 2;nnent
5018;yemp;nnent;0,0;Entorno saludable;nosotros 2;nnent
5019;ycov;nnent;0,0;Entorno saludable;nosotros 2;nnent
5020;ncox;nnent;0,0;Entorno saludable;nosotros 2;nnent
5021;estado civil;nnent;0,0;Entorno saludable;nosotros 2;nnent
5022;genero;nnent;0,0;Entorno saludable;nosotros 2;nnent
5023;edad;yada;0,212767;Adaptabilidad;yo;yada
5024;ycom;yada;0,162901;Adaptabilidad;yo;yada
5025;ycon;yada;0,160006;Adaptabilidad;yo;yada
5026;yinn;yada;0,125584;Adaptabilidad;yo;yada
5027;estado civil;yada;0,114501;Adaptabilidad;yo;yada
5028;ycox;yada;0,095298;Adaptabilidad;yo;yada
5029;hijos;yada;0,090344;Adaptabilidad;yo;yada
5030;yrec;yada;0,075209;Adaptabilidad;yo;yada
5031;yent;yada;0,051782;Adaptabilidad;yo;yada
5032;yret;yada;0,044597;Adaptabilidad;yo;yada
5033;ycov;yada;0,043332;Adaptabilidad;yo;yada
5034;yorg;yada;0,020654;Adaptabilidad;yo;yada
5035;ylid;yada;0,018511;Adaptabilidad;yo;yada
5036;ypro;yada;0,012937;Adaptabilidad;yo;yada
5037;educacion;yada;0,0;Adaptabilidad;yo;yada
5038;yrit;yada;0,0;Adaptabilidad;yo;yada
5039;antigüedad en el cargo;yada;0,0;Adaptabilidad;yo;yada
5040;yequ;yada;0,0;Adaptabilidad;yo;yada
5041;ypay;yada;0,0;Adaptabilidad;yo;yada
5042;antigüedad en la organización;yada;0,0;Adaptabilidad;yo;yada
5043;area;yada;0,0;Adaptabilidad;yo;yada
5044;nivel del cargo;yada;0,0;Adaptabilidad;yo;yada
5045;genero;yada;0,0;Adaptabilidad;yo;yada
5046;nncox;nncov;0,207815;Conversaciones;nosotros 2;nncov
5047;genero;nncov;0,197218;Conversaciones;nosotros 2;nncov
5048;ysup;nncov;0,189421;Conversaciones;nosotros 2;nncov
5049;ylid;nncov;0,178079;Conversaciones;nosotros 2;nncov
5050;ypay;nncov;0,167096;Conversaciones;nosotros 2;nncov
5051;nncom;nncov;0,152052;Conversaciones;nosotros 2;nncov
5052;nemp;nncov;0,145937;Conversaciones;nosotros 2;nncov
5053;nnpay;nncov;0,140538;Conversaciones;nosotros 2;nncov
5054;nlid;nncov;0,135288;Conversaciones;nosotros 2;nncov
5055;nnpro;nncov;0,130072;Conversaciones;nosotros 2;nncov
5056;nnrec;nncov;0,126264;Conversaciones;nosotros 2;nncov
5057;edad;nncov;0,124388;Conversaciones;nosotros 2;nncov
5058;nnrit;nncov;0,119731;Conversaciones;nosotros 2;nncov
5059;yorg;nncov;0,116995;Conversaciones;nosotros 2;nncov
5060;yret;nncov;0,114455;Conversaciones;nosotros 2;nncov
5061;nret;nncov;0,11426;Conversaciones;nosotros 2;nncov
5062;nsup;nncov;0,112705;Conversaciones;nosotros 2;nncov
5063;yemp;nncov;0,111484;Conversaciones;nosotros 2;nncov
5064;yrec;nncov;0,107102;Conversaciones;nosotros 2;nncov
5065;npro;nncov;0,103613;Conversaciones;nosotros 2;nncov
5066;nent;nncov;0,100784;Conversaciones;nosotros 2;nncov
5067;nequ;nncov;0,093133;Conversaciones;nosotros 2;nncov
5068;ncov;nncov;0,089329;Conversaciones;nosotros 2;nncov
5069;hijos;nncov;0,089063;Conversaciones;nosotros 2;nncov
5070;nncon;nncov;0,084356;Conversaciones;nosotros 2;nncov
5071;ypro;nncov;0,081996;Conversaciones;nosotros 2;nncov
5072;nivel del cargo;nncov;0,07999;Conversaciones;nosotros 2;nncov
5073;ycov;nncov;0,07778;Conversaciones;nosotros 2;nncov
5074;ntom;nncov;0,062678;Conversaciones;nosotros 2;nncov
5075;ncox;nncov;0,054638;Conversaciones;nosotros 2;nncov
5076;nnret;nncov;0,047845;Conversaciones;nosotros 2;nncov
5077;norg;nncov;0,045018;Conversaciones;nosotros 2;nncov
5078;educacion;nncov;0,042414;Conversaciones;nosotros 2;nncov
5079;yrit;nncov;0,038793;Conversaciones;nosotros 2;nncov
5080;npay;nncov;0,03682;Conversaciones;nosotros 2;nncov
5081;nrit;nncov;0,032797;Conversaciones;nosotros 2;nncov
5082;antigüedad en la organización;nncov;0,009895;Conversaciones;nosotros 2;nncov
5083;nada;nncov;0,0;Conversaciones;nosotros 2;nncov
5084;antigüedad en el cargo;nncov;0,0;Conversaciones;nosotros 2;nncov
5085;yequ;nncov;0,0;Conversaciones;nosotros 2;nncov
5086;nrec;nncov;0,0;Conversaciones;nosotros 2;nncov
5087;ncom;nncov;0,0;Conversaciones;nosotros 2;nncov
5088;ycox;nncov;0,0;Conversaciones;nosotros 2;nncov
5089;ycon;nncov;0,0;Conversaciones;nosotros 2;nncov
5090;ninn;nncov;0,0;Conversaciones;nosotros 2;nncov
5091;ncon;nncov;0,0;Conversaciones;nosotros 2;nncov
5092;yrel;nncov;0,0;Conversaciones;nosotros 2;nncov
5093;nnequ;nncov;0,0;Conversaciones;nosotros 2;nncov
5094;yinn;nncov;0,0;Conversaciones;nosotros 2;nncov
5095;ytom;nncov;0,0;Conversaciones;nosotros 2;nncov
5096;nnlid;nncov;0,0;Conversaciones;nosotros 2;nncov
5097;nnorg;nncov;0,0;Conversaciones;nosotros 2;nncov
5098;yada;nncov;0,0;Conversaciones;nosotros 2;nncov
5099;area;nncov;0,0;Conversaciones;nosotros 2;nncov
5100;ycom;nncov;0,0;Conversaciones;nosotros 2;nncov
5101;nrel;nncov;0,0;Conversaciones;nosotros 2;nncov
5102;yent;nncov;0,0;Conversaciones;nosotros 2;nncov
5103;estado civil;nncov;0,0;Conversaciones;nosotros 2;nncov
5104;nequ;npay;0,204682;Pedir ayuda;nosotros 1;npay
5105;norg;npay;0,193858;Pedir ayuda;nosotros 1;npay
5106;ylid;npay;0,18654;Pedir ayuda;nosotros 1;npay
5107;edad;npay;0,171775;Pedir ayuda;nosotros 1;npay
5108;ncox;npay;0,141681;Pedir ayuda;nosotros 1;npay
5109;yequ;npay;0,137953;Pedir ayuda;nosotros 1;npay
5110;yrel;npay;0,136633;Pedir ayuda;nosotros 1;npay
5111;yinn;npay;0,124326;Pedir ayuda;nosotros 1;npay
5112;yrit;npay;0,117944;Pedir ayuda;nosotros 1;npay
5113;yorg;npay;0,116634;Pedir ayuda;nosotros 1;npay
5114;ycon;npay;0,111872;Pedir ayuda;nosotros 1;npay
5115;ysup;npay;0,109197;Pedir ayuda;nosotros 1;npay
5116;ypro;npay;0,102519;Pedir ayuda;nosotros 1;npay
5117;hijos;npay;0,101294;Pedir ayuda;nosotros 1;npay
5118;ypay;npay;0,095031;Pedir ayuda;nosotros 1;npay
5119;yret;npay;0,089979;Pedir ayuda;nosotros 1;npay
5120;npro;npay;0,075784;Pedir ayuda;nosotros 1;npay
5121;educacion;npay;0,0695;Pedir ayuda;nosotros 1;npay
5122;area;npay;0,055596;Pedir ayuda;nosotros 1;npay
5123;ycov;npay;0,048526;Pedir ayuda;nosotros 1;npay
5124;antigüedad en la organización;npay;0,046795;Pedir ayuda;nosotros 1;npay
5125;yemp;npay;0,042673;Pedir ayuda;nosotros 1;npay
5126;yrec;npay;0,0;Pedir ayuda;nosotros 1;npay
5127;antigüedad en el cargo;npay;0,0;Pedir ayuda;nosotros 1;npay
5128;ycox;npay;0,0;Pedir ayuda;nosotros 1;npay
5129;yada;npay;0,0;Pedir ayuda;nosotros 1;npay
5130;ytom;npay;0,0;Pedir ayuda;nosotros 1;npay
5131;nivel del cargo;npay;0,0;Pedir ayuda;nosotros 1;npay
5132;estado civil;npay;0,0;Pedir ayuda;nosotros 1;npay
5133;ycom;npay;0,0;Pedir ayuda;nosotros 1;npay
5134;yent;npay;0,0;Pedir ayuda;nosotros 1;npay
5135;genero;npay;0,0;Pedir ayuda;nosotros 1;npay
5136;ycov;yemp;0,197029;Empoderamiento;yo;yemp
5137;yinn;yemp;0,195659;Empoderamiento;yo;yemp
5138;ycon;yemp;0,173155;Empoderamiento;yo;yemp
5139;yrec;yemp;0,167445;Empoderamiento;yo;yemp
5140;yrit;yemp;0,157924;Empoderamiento;yo;yemp
5141;yorg;yemp;0,125596;Empoderamiento;yo;yemp
5142;ycox;yemp;0,122022;Empoderamiento;yo;yemp
5143;antigüedad en el cargo;yemp;0,120294;Empoderamiento;yo;yemp
5144;yada;yemp;0,118859;Empoderamiento;yo;yemp
5145;genero;yemp;0,102316;Empoderamiento;yo;yemp
5146;estado civil;yemp;0,101932;Empoderamiento;yo;yemp
5147;yret;yemp;0,096474;Empoderamiento;yo;yemp
5148;ycom;yemp;0,081846;Empoderamiento;yo;yemp
5149;nivel del cargo;yemp;0,066831;Empoderamiento;yo;yemp
5150;hijos;yemp;0,043565;Empoderamiento;yo;yemp
5151;ylid;yemp;0,030673;Empoderamiento;yo;yemp
5152;ypro;yemp;0,017177;Empoderamiento;yo;yemp
5153;educacion;yemp;0,0;Empoderamiento;yo;yemp
5154;yequ;yemp;0,0;Empoderamiento;yo;yemp
5155;ypay;yemp;0,0;Empoderamiento;yo;yemp
5156;edad;yemp;0,0;Empoderamiento;yo;yemp
5157;antigüedad en la organización;yemp;0,0;Empoderamiento;yo;yemp
5158;area;yemp;0,0;Empoderamiento;yo;yemp
5159;ytom;yemp;0,0;Empoderamiento;yo;yemp
5160;yent;yemp;0,0;Empoderamiento;yo;yemp
5161;ypro;yinn;0,194179;Innovacion;yo;yinn
5162;yorg;yinn;0,181225;Innovacion;yo;yinn
5163;ycon;yinn;0,144953;Innovacion;yo;yinn
5164;yret;yinn;0,143351;Innovacion;yo;yinn
5165;yrit;yinn;0,138021;Innovacion;yo;yinn
5166;edad;yinn;0,135519;Innovacion;yo;yinn
5167;ycom;yinn;0,117464;Innovacion;yo;yinn
5168;ycox;yinn;0,115666;Innovacion;yo;yinn
5169;ypay;yinn;0,077276;Innovacion;yo;yinn
5170;hijos;yinn;0,069538;Innovacion;yo;yinn
5171;yrec;yinn;0,064573;Innovacion;yo;yinn
5172;yent;yinn;0,049952;Innovacion;yo;yinn
5173;genero;yinn;0,049168;Innovacion;yo;yinn
5174;educacion;yinn;0,0;Innovacion;yo;yinn
5175;ylid;yinn;0,0;Innovacion;yo;yinn
5176;yequ;yinn;0,0;Innovacion;yo;yinn
5177;antigüedad en la organización;yinn;0,0;Innovacion;yo;yinn
5178;antigüedad en el cargo;yinn;0,0;Innovacion;yo;yinn
5179;area;yinn;0,0;Innovacion;yo;yinn
5180;nivel del cargo;yinn;0,0;Innovacion;yo;yinn
5181;estado civil;yinn;0,0;Innovacion;yo;yinn
5182;ycov;yinn;0,0;Innovacion;yo;yinn
5183;ypro;ycon;0,184245;Contribucion;yo;ycon
5184;yorg;ycon;0,157343;Contribucion;yo;ycon
5185;edad;ycon;0,131573;Contribucion;yo;ycon
5186;yequ;ycon;0,124399;Contribucion;yo;ycon
5187;hijos;ycon;0,109661;Contribucion;yo;ycon
5188;ycox;ycon;0,090643;Contribucion;yo;ycon
5189;estado civil;ycon;0,079954;Contribucion;yo;ycon
5190;genero;ycon;0,074632;Contribucion;yo;ycon
5191;nivel del cargo;ycon;0,052402;Contribucion;yo;ycon
5192;educacion;ycon;0,0;Contribucion;yo;ycon
5193;ypay;ycon;0,0;Contribucion;yo;ycon
5194;antigüedad en la organización;ycon;0,0;Contribucion;yo;ycon
5195;antigüedad en el cargo;ycon;0,0;Contribucion;yo;ycon
5196;area;ycon;0,0;Contribucion;yo;ycon
5197;ycox;yret;0,182604;Retroalimentacion;yo;yret
5198;ycon;yret;0,159216;Retroalimentacion;yo;yret
5199;educacion;yret;0,138258;Retroalimentacion;yo;yret
5200;yorg;yret;0,137152;Retroalimentacion;yo;yret
5201;genero;yret;0,131983;Retroalimentacion;yo;yret
5202;area;yret;0,12014;Retroalimentacion;yo;yret
5203;ypro;yret;0,110429;Retroalimentacion;yo;yret
5204;antigüedad en el cargo;yret;0,091644;Retroalimentacion;yo;yret
5205;nivel del cargo;yret;0,071219;Retroalimentacion;yo;yret
5206;antigüedad en la organización;yret;0,069281;Retroalimentacion;yo;yret
5207;ypay;yret;0,05264;Retroalimentacion;yo;yret
5208;hijos;yret;0,004609;Retroalimentacion;yo;yret
5209;edad;yret;0,0;Retroalimentacion;yo;yret
5210;yequ;yret;0,0;Retroalimentacion;yo;yret
5211;estado civil;yret;0,0;Retroalimentacion;yo;yret
5212;hijos;ylid;0,17943;Liderazgo y trabajo en equipo;yo;ylid
5213;edad;ylid;0,150392;Liderazgo y trabajo en equipo;yo;ylid
5214;ypay;ylid;0,146268;Liderazgo y trabajo en equipo;yo;ylid
5215;yrec;ylid;0,138457;Liderazgo y trabajo en equipo;yo;ylid
5216;yorg;ylid;0,133423;Liderazgo y trabajo en equipo;yo;ylid
5217;yret;ylid;0,112872;Liderazgo y trabajo en equipo;yo;ylid
5218;estado civil;ylid;0,10345;Liderazgo y trabajo en equipo;yo;ylid
5219;antigüedad en la organización;ylid;0,098025;Liderazgo y trabajo en equipo;yo;ylid
5220;educacion;ylid;0,074788;Liderazgo y trabajo en equipo;yo;ylid
5221;antigüedad en el cargo;ylid;0,071025;Liderazgo y trabajo en equipo;yo;ylid
5222;ypro;ylid;0,053574;Liderazgo y trabajo en equipo;yo;ylid
5223;ycon;ylid;0,0;Liderazgo y trabajo en equipo;yo;ylid
5224;yequ;ylid;0,0;Liderazgo y trabajo en equipo;yo;ylid
5225;ycox;ylid;0,0;Liderazgo y trabajo en equipo;yo;ylid
5226;area;ylid;0,0;Liderazgo y trabajo en equipo;yo;ylid
5227;nivel del cargo;ylid;0,0;Liderazgo y trabajo en equipo;yo;ylid
5228;genero;ylid;0,0;Liderazgo y trabajo en equipo;yo;ylid
5229;ycox;ytom;0,15728;Toma de decisiones;yo;ytom
5230;edad;ytom;0,151034;Toma de decisiones;yo;ytom
5231;ycov;ytom;0,141927;Toma de decisiones;yo;ytom
5232;area;ytom;0,111857;Toma de decisiones;yo;ytom
5233;yinn;ytom;0,101575;Toma de decisiones;yo;ytom
5234;yorg;ytom;0,077931;Toma de decisiones;yo;ytom
5235;yequ;ytom;0,064594;Toma de decisiones;yo;ytom
5236;nivel del cargo;ytom;0,060141;Toma de decisiones;yo;ytom
5237;yrit;ytom;0,047258;Toma de decisiones;yo;ytom
5238;yada;ytom;0,045729;Toma de decisiones;yo;ytom
5239;ycon;ytom;0,023296;Toma de decisiones;yo;ytom
5240;ypay;ytom;0,015884;Toma de decisiones;yo;ytom
5241;educacion;ytom;0,0;Toma de decisiones;yo;ytom
5242;ypro;ytom;0,0;Toma de decisiones;yo;ytom
5243;yrec;ytom;0,0;Toma de decisiones;yo;ytom
5244;hijos;ytom;0,0;Toma de decisiones;yo;ytom
5245;antigüedad en el cargo;ytom;0,0;Toma de decisiones;yo;ytom
5246;ylid;ytom;0,0;Toma de decisiones;yo;ytom
5247;antigüedad en la organización;ytom;0,0;Toma de decisiones;yo;ytom
5248;yret;ytom;0,0;Toma de decisiones;yo;ytom
5249;estado civil;ytom;0,0;Toma de decisiones;yo;ytom
5250;ycom;ytom;0,0;Toma de decisiones;yo;ytom
5251;genero;ytom;0,0;Toma de decisiones;yo;ytom
