index,y1,y2,y3,y4,y5,y6,y7,y8,y10,y11,y12,y14,y15,y17,y19,y20,y22,y23,y26,n27,n28,n29,n30,n31,n32,n33,n34,n36,n37,n38,n40,n41,n43,n45,n46,n48,n49,n52,n53,n54,n55,n56,n57,n58,n59,n60,n62,n63,n64,n66,n67,n69,n71,n72,n74,n75,n78,t79,t80,t81,t82,t83,t84,t85,t86,t88,t89,t90,t92,t93,t95,t97,t98,t100,t101,t104,t105,t106,t107,t108,t109,t110,t111,t112,t114,t115,t116,t118,t119,t121,t123,t124,t126,t127,t130
311j448ld99fkam5311j1bjv9eerzag6,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,2.0,1.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
gcjgr2wy4yuqho6g9gcj56ldtnfvwrc1,4.0,5.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
66zspzv8awnpv4n66zsps4eyshbu1n4t,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,3.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,3.0,4.0,5.0
fenkj0kdjb47ab6cyfenkj0gfwrzpdm4,4.0,4.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,1.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,5.0,2.0,5.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0
mzx7n933lth6eihszh8mzx7n9cgofwqz,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,3.0,1.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0
xmzv7e4725qtqva9c24xtytxmzv7udxy,2.0,4.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,5.0,4.0,2.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0
g5fc0nspmy8hpml42gyg5fc0nhyibwsq,2.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,5.0,4.0,3.0,5.0,4.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,2.0,4.0,5.0,4.0,3.0,5.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0
xbz3ntcxmzz8f7en7xpxbz35suxb7aka,5.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,1.0,5.0,4.0,4.0,4.0,5.0,1.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0
f8lisp3wtl3f8hbtsacejut4z56nync9,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,3.0,5.0,2.0,1.0,5.0,3.0,3.0,1.0,2.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,1.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0
iiteys6itnvtcyftp6ciiteysmj0ktdm,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0
9uaif180p9615f2usmp9ufwqjl53949b,4.0,1.0,5.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0
cz8x5ivpu5lcx6rcz8g4qgeg78lhf7o4,2.0,2.0,5.0,1.0,2.0,5.0,1.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,5.0,4.0
sd2qq76xps7f7035mosd2qq79twyw4w1,2.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,2.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
kfb2gmii2aljhe0l0586kfb2gmilc58s,2.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,1.0,3.0,1.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,4.0,1.0,4.0,1.0,5.0,5.0,3.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0
0xewtwph179wv5lip4ya0xewtw81udar,5.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,3.0,4.0,1.0,5.0,2.0,5.0,3.0,4.0,5.0,5.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,5.0,1.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,2.0,2.0,3.0
eazccmhvkopnw7fooeazc84jdlz0mws0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,4.0,1.0,2.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,1.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,5.0,4.0,3.0,4.0,4.0
w07hj742e6fofxcw07tz90cspfvbi1s8,2.0,4.0,5.0,5.0,2.0,1.0,1.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0
4v25u27yxudii5eme4v25upjlws4zun6,4.0,5.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0
appcipyd6udosmubgappci02vo01nfkk,2.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,3.0,4.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
hlqsut79bvpuz1sayhl2tp3i7lhdz1jt,4.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0
ifydv8xowbtvldx5aifydv8x1i0tpk01,2.0,2.0,1.0,4.0,5.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
tvmzaz89jny7j0jtvmzazbnul9cum36t,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0
irb60s7ki4wc61di91bzirb60scx2o5u,4.0,2.0,5.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,5.0,4.0,1.0,5.0,1.0,2.0,5.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,3.0,2.0,5.0,5.0,1.0,5.0,3.0,3.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,2.0,4.0,1.0,2.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
xydgkl97nn9sexomxydgks5877mwlke3,2.0,5.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,2.0,2.0,1.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0
hth417bxcoztnzpxq7o11hth417b36vh,2.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,4.0,4.0,1.0,5.0,5.0,2.0,1.0,5.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0
tka8xlwnkwa1n7wj62watka8xnp6svrz,2.0,2.0,5.0,5.0,2.0,4.0,2.0,1.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,1.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0
rcexhesb1tghhe0359bg13jrcexhesmg,4.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
8rqgjw6o4cs9djji9o8rqgjw2egxjg8x,4.0,2.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0
j7c4e28t1eprtywj7nwwrgqhecvggdga,2.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,2.0,5.0,1.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0
